Finger,Stage,Level,Bend,Cols1,Rows1,SG1_0,SG1_1,SG1_2,SG1_3,Cols2,Rows2,SG2_0,SG2_1,SG2_2,SG2_3,Cols3,Rows3,SG3_0,SG3_1,SG3_2,SG3_3,Cols4,Rows4,SG4_0,SG4_1,SG4_2,SG4_3
0,1,0,false,0,0,0.9775641,0.9669967,1.0066226,0.99649125,0,2,1.0106384,0.9965157,1.0095541,1.0177935,4,1,0.95859873,0.9858657,0.99346405,1.0034364,4,3,1.0037453,1.0107914,0.99285716,1.0067114
0,1,1,false,0,0,0.88141024,0.7161716,0.8741722,0.74385965,0,2,0.5992908,0.8850174,0.611465,0.8932384,4,1,0.99681526,1.1448764,1.0490196,1.0618557,4,3,1.0337079,1.1546763,1.0321429,1.0973154
0,1,2,false,0,0,0.8557692,1.1584158,0.794702,1.1578947,0,2,0.96099293,0.9337979,0.9299363,0.9501779,4,1,0.89171976,0.8975265,0.88235295,0.99312717,4,3,0.99250937,1.1151079,0.9714286,1.1208054
0,2,0,true,0,0,0.7147436,0.85148513,0.7682119,0.84210527,0,2,0.6453901,0.8292683,0.65923566,0.8505338,4,1,0.97133756,1.0954064,1.0130719,1.0652921,4,3,1.0337079,1.1438849,1.0357143,1.0872483
0,2,1,true,0,0,0.6057692,0.6567657,0.615894,0.6526316,0,2,0.26950353,0.70383275,0.36624205,0.76512456,4,1,0.9808917,1.1448764,1.0653595,1.0996563,4,3,1.0561798,1.2050359,1.0642858,1.1174496
0,2,2,true,0,0,0.6826923,0.85148513,0.6721854,0.8701754,0,2,0.6099291,0.79094076,0.67834395,0.77935946,4,1,0.97133756,1.0848056,1.0196079,1.0721649,4,3,1.0224719,1.1546763,1.0142857,1.1174496
0,3,1,false,0,0,0.75641024,0.9207921,0.80794704,0.94736844,0,2,0.76950353,0.8850174,0.77070063,0.9003559,4,1,0.9745223,1.0812721,1.0098039,1.0687286,4,3,1.0299625,1.176259,1.0392857,1.1107383
0,3,1,true,0,0,0.6666667,0.50825083,0.6456954,0.49122807,0,2,0.14184397,0.63763064,0.08598726,0.658363,4,1,1.0414013,1.0954064,1.0620915,1.0756013,4,3,1.0337079,1.1618705,1.0535715,1.0939597
0,4,0,false,0,0,0.86538464,0.8349835,0.8741722,0.9122807,0,2,0.8439716,0.9442509,0.91401273,0.9430605,4,1,0.91719747,0.8657244,0.9379085,0.96907216,4,3,0.9775281,0.94244605,0.9785714,0.95302016
0,4,0,true,0,0,0.82371795,0.83828384,0.8476821,0.9122807,0,2,0.8120567,0.8954704,0.8566879,0.886121,4,1,0.9490446,0.96466434,0.9607843,1.0,4,3,0.9812734,1.057554,0.975,1.0503355
0,5,2,false,0,0,0.7916667,1.019802,0.7913907,1.0666667,0,2,1.0141844,0.9094077,0.97133756,0.9466192,4,1,0.82802546,0.7809187,0.83986926,0.9587629,4,3,0.97003746,1.0215827,0.95357144,1.0704699
0,5,2,true,0,0,0.71153843,0.9240924,0.7549669,0.9403509,0,2,0.8475177,0.85714287,0.8821656,0.8469751,4,1,0.8630573,0.8975265,0.8888889,1.0,4,3,0.98501873,1.1151079,0.975,1.1510067
1,1,0,false,0,0,0.8269231,0.8613861,0.8576159,0.9263158,0,2,0.9929078,0.9407666,0.98407644,0.9679715,4,1,0.87261146,0.8621908,0.90849674,0.9484536,4,3,0.9400749,0.9244604,0.94285715,0.9362416
1,1,1,false,0,0,0.7147436,0.77227724,0.74172187,0.8210526,0,2,0.9751773,0.9163763,0.99044585,0.93594307,4,1,0.89490443,0.8409894,0.9117647,0.9415808,4,3,0.9625468,0.9676259,0.98214287,0.96308726
1,1,2,false,0,0,0.83653843,0.7689769,0.8476821,0.8561404,0,2,0.9113475,0.92334497,0.91719747,0.9466192,4,1,0.84713376,0.83392227,0.8594771,0.9209622,4,3,0.92509365,0.9784173,0.92142856,1.0067114
1,2,0,true,0,0,0.8108974,0.7689769,0.821192,0.83157897,0,2,0.96099293,0.912892,0.95859873,0.9288256,4,1,0.8789809,0.8268551,0.8986928,0.95532644,4,3,0.9737828,1.0,1.0035714,0.9899329
1,2,1,true,0,0,0.63461536,0.6072607,0.6258278,0.6666667,0,2,0.9361702,0.8641115,0.955414,0.87188613,4,1,0.888535,0.84452295,0.9150327,0.95532644,4,3,0.9775281,1.0143884,1.0321429,0.97651005
1,2,2,true,0,0,0.8141026,0.7689769,0.8410596,0.8596491,0,2,0.9326241,0.9163763,0.91719747,0.9288256,4,1,0.8375796,0.79151946,0.86601305,0.9209622,4,3,0.9550562,1.0,0.9892857,0.9832215
1,3,1,false,0,0,0.625,0.8052805,0.68543047,0.8210526,0,2,0.9361702,0.8989547,0.9490446,0.9003559,4,1,0.8821656,0.8233216,0.89542484,0.9484536,4,3,0.97003746,1.0,1.0,0.96308726
1,3,1,true,0,0,0.58653843,0.65346533,0.5927152,0.7122807,0,2,0.9751773,0.902439,1.0,0.911032,4,1,0.8757962,0.84452295,0.8986928,0.9656357,4,3,0.98501873,1.0071943,1.0321429,0.95302016
1,4,0,false,0,0,0.84615386,0.81848186,0.8642384,0.9017544,0,2,0.9539007,0.9407666,0.95859873,0.9608541,4,1,0.85987264,0.819788,0.87908494,0.9312715,4,3,0.9325843,0.9028777,0.9285714,0.91610736
1,4,0,true,0,0,0.80448717,0.75247526,0.8178808,0.8210526,0,2,0.8687943,0.912892,0.9044586,0.9074733,4,1,0.89171976,0.819788,0.8986928,0.9484536,4,3,0.96629214,0.95683455,1.0,0.9328859
