Gesture,Times,Line1,SG1_0,SG1_1,SG1_2,SG1_3,SG1_4,SG1_5,SG1_6,SG1_7,SG1_8,Line2,SG2_0,SG2_1,SG2_2,SG2_3,SG2_4,SG2_5,SG2_6,SG2_7,SG2_8,SG2_9
12,0,0,0.8443804,0.9303136,0.9351536,1.1578947,0.7528517,0.900641,0.96153843,0.9366197,0.993266,1,0.9380531,1.6577947,1.1198347,0.9044118,1.0404041,1.0039062,0.9861111,1.0734266,0.9023569,1.2175573
12,0,0,0.8443804,0.9303136,0.9351536,1.1578947,0.7528517,0.900641,0.96153843,0.9366197,0.993266,1,0.9380531,1.6577947,1.1198347,0.9044118,1.0404041,1.0039062,0.9861111,1.0734266,0.9023569,1.2175573
12,0,0,0.8443804,0.9303136,0.9351536,1.1578947,0.7528517,0.900641,0.96153843,0.9366197,0.993266,1,0.9380531,1.6577947,1.1198347,0.9044118,1.0404041,1.0039062,0.9861111,1.0734266,0.9023569,1.2175573
12,0,0,0.8443804,0.9303136,0.9351536,1.1578947,0.7528517,0.900641,0.96153843,0.9366197,0.993266,1,0.9380531,1.6577947,1.1198347,0.9044118,1.0404041,1.0039062,0.9861111,1.0734266,0.9023569,1.2175573
12,0,0,0.8443804,0.9303136,0.9351536,1.1578947,0.7528517,0.900641,0.96153843,0.9366197,0.993266,1,0.9380531,1.6577947,1.1198347,0.9044118,1.0404041,1.0039062,0.9861111,1.0734266,0.9023569,1.2175573
12,0,0,0.8443804,0.9303136,0.93174064,1.1578947,0.7528517,0.900641,0.964497,0.9366197,0.996633,1,0.9380531,1.6539924,1.1157025,0.9044118,1.0404041,1.0039062,0.9895833,1.0769231,0.9023569,1.2175573
12,0,0,0.8443804,0.9268293,0.93174064,1.1578947,0.7528517,0.900641,0.964497,0.9366197,0.996633,1,0.93510324,1.6463878,1.1157025,0.9044118,1.0404041,1.0,0.9861111,1.0874126,0.9023569,1.2137405
12,0,0,0.8270893,0.9268293,0.9283276,1.1578947,0.7528517,0.8974359,0.964497,0.9366197,0.996633,1,0.93510324,1.6425855,1.1115702,0.9007353,1.0404041,1.0,0.9861111,1.0769231,0.8989899,1.2137405
12,0,0,0.84726226,0.9268293,0.93174064,1.1578947,0.7528517,0.900641,0.964497,0.9366197,1.0,1,0.9380531,1.6463878,1.1157025,0.9007353,1.0404041,1.0,0.9861111,1.0804195,0.8989899,1.2175573
12,0,0,0.8386167,0.9268293,0.9283276,1.1578947,0.7528517,0.8974359,0.964497,0.9366197,0.989899,1,0.93510324,1.6425855,1.1157025,0.9007353,1.0404041,0.99609375,0.9861111,1.0769231,0.8956229,1.2137405
12,0,0,0.84149855,0.9268293,0.9283276,1.1578947,0.7528517,0.900641,0.964497,0.9366197,0.996633,1,0.93510324,1.6425855,1.1157025,0.9044118,1.0404041,1.0,0.9861111,1.0804195,0.8989899,1.221374
12,0,0,0.8386167,0.9268293,0.9283276,1.1578947,0.7528517,0.8974359,0.964497,0.9366197,0.989899,1,0.93510324,1.6425855,1.1157025,0.9044118,1.0404041,0.99609375,0.9861111,1.0699301,0.8956229,1.2175573
12,0,0,0.84149855,0.9303136,0.9283276,1.1578947,0.7528517,0.8974359,0.964497,0.9366197,0.996633,1,0.93510324,1.6425855,1.1157025,0.9044118,1.0404041,0.99609375,0.9861111,1.0769231,0.8989899,1.221374
12,0,0,0.8386167,0.9268293,0.9283276,1.1578947,0.7528517,0.8974359,0.9674556,0.9330986,0.986532,1,0.93510324,1.6425855,1.107438,0.9007353,1.0404041,0.99609375,0.9861111,1.0734266,0.8956229,1.221374
12,0,0,0.8270893,0.9303136,0.93174064,1.1616541,0.7528517,0.8974359,0.9674556,0.9366197,0.989899,1,0.93510324,1.6425855,1.1115702,0.9044118,1.0404041,0.99609375,0.9861111,1.0734266,0.8989899,1.221374
12,0,0,0.83573484,0.9268293,0.9283276,1.1616541,0.7528517,0.8974359,0.9674556,0.9330986,0.989899,1,0.93510324,1.6425855,1.1115702,0.9044118,1.043771,0.99609375,0.9861111,1.0734266,0.8989899,1.2175573
12,0,0,0.84726226,0.9303136,0.9283276,1.1616541,0.7490494,0.8974359,0.9674556,0.9330986,0.993266,1,0.93510324,1.6425855,1.1115702,0.9044118,1.043771,0.99609375,0.9861111,1.0769231,0.8989899,1.221374
12,0,0,0.86455333,0.9303136,0.93174064,1.1616541,0.7528517,0.900641,0.9674556,0.9366197,0.996633,1,0.93510324,1.6425855,1.1115702,0.9044118,1.043771,1.0,0.9861111,1.0804195,0.8956229,1.221374
12,0,0,0.86455333,0.9268293,0.9283276,1.1616541,0.7528517,0.900641,0.9674556,0.9330986,1.0,1,0.93510324,1.6425855,1.1115702,0.9044118,1.043771,0.99609375,0.9861111,1.0804195,0.8956229,1.221374
12,0,0,0.8559078,0.9268293,0.9283276,1.1616541,0.7528517,0.900641,0.9704142,0.9366197,0.996633,1,0.9380531,1.6387832,1.1157025,0.9044118,1.043771,1.0,0.9895833,1.0769231,0.9023569,1.221374
