Gesture,Times,Line1,SG1_0,SG1_1,SG1_2,SG1_3,SG1_4,SG1_5,SG1_6,SG1_7,SG1_8,Line2,SG2_0,SG2_1,SG2_2,SG2_3,SG2_4,SG2_5,SG2_6,SG2_7,SG2_8,SG2_9
5,0,0,0.7457627,0.9830508,0.9661017,1.1184211,1.0117302,0.96862745,0.99135447,0.97411,1.0159744,1,0.9183673,1.0842105,0.9800797,0.9311475,0.83972126,0.7099567,0.90983605,1.1908127,1.0217391,0.9761092
5,0,0,0.7457627,0.9830508,0.9661017,1.1184211,1.0117302,0.96862745,0.99135447,0.97411,1.0159744,1,0.9183673,1.0842105,0.9800797,0.9311475,0.83972126,0.7099567,0.90983605,1.1908127,1.0217391,0.9761092
5,0,0,0.7457627,0.9830508,0.9661017,1.1184211,1.0117302,0.96862745,0.99135447,0.97411,1.0159744,1,0.9183673,1.0842105,0.9800797,0.9311475,0.83972126,0.7099567,0.90983605,1.1908127,1.0217391,0.9761092
5,0,0,0.7457627,0.9830508,0.9661017,1.1184211,1.0117302,0.96862745,0.99135447,0.97411,1.0159744,1,0.9183673,1.0842105,0.9800797,0.9311475,0.83972126,0.7099567,0.90983605,1.1908127,1.0217391,0.9761092
5,0,0,0.7457627,0.9830508,0.9661017,1.1184211,1.0117302,0.96862745,0.99135447,0.97411,1.0159744,1,0.9183673,1.0842105,0.9800797,0.9311475,0.83972126,0.7099567,0.90983605,1.1908127,1.0217391,0.9761092
5,0,0,0.73220336,0.979661,0.9627119,1.1151316,1.0117302,0.96862745,0.98847264,0.97411,1.0127796,1,0.9154519,1.0807017,0.9760956,0.9311475,0.83972126,0.7099567,0.90983605,1.1837456,1.018116,0.9761092
5,0,0,0.7525424,0.9830508,0.9627119,1.1184211,1.0146627,0.96862745,0.98847264,0.97411,1.0191693,1,0.9154519,1.0807017,0.9760956,0.9311475,0.83972126,0.7099567,0.90983605,1.1943463,1.018116,0.9761092
5,0,0,0.7457627,0.979661,0.95932204,1.1184211,1.0146627,0.96862745,0.98847264,0.9708738,1.0191693,1,0.9154519,1.077193,0.9760956,0.92786884,0.83972126,0.7056277,0.90983605,1.1837456,1.0144928,0.9761092
5,0,0,0.7525424,0.9830508,0.9627119,1.1282895,1.0146627,0.96862745,0.99135447,0.9708738,1.0191693,1,0.9154519,1.077193,0.9760956,0.9311475,0.83972126,0.7056277,0.90983605,1.1872791,1.0144928,0.9761092
5,0,0,0.7525424,0.9830508,0.9627119,1.1348684,1.0175953,0.96862745,0.98847264,0.97411,1.0191693,1,0.9154519,1.0807017,0.9760956,0.9311475,0.83972126,0.7099567,0.90983605,1.1872791,1.0144928,0.9761092
5,0,0,0.7525424,0.9830508,0.9627119,1.1381578,1.0175953,0.96862745,0.99135447,0.9708738,1.0159744,1,0.91253644,1.0807017,0.9800797,0.93442625,0.8432056,0.7099567,0.90983605,1.1872791,1.0144928,0.97952217
5,0,0,0.74915254,0.9830508,0.9627119,1.1348684,1.0175953,0.96862745,0.98847264,0.9708738,1.0159744,1,0.9154519,1.0807017,0.9760956,0.9311475,0.8432056,0.7099567,0.90983605,1.1872791,1.0144928,0.9761092
5,0,0,0.73898304,0.9830508,0.9627119,1.1381578,1.0175953,0.96862745,0.99135447,0.9708738,1.0191693,1,0.91253644,1.0807017,0.9760956,0.9311475,0.8432056,0.7099567,0.90983605,1.1908127,1.0144928,0.9761092
5,0,0,0.7288136,0.9830508,0.9627119,1.1381578,1.0205278,0.96862745,0.99135447,0.9708738,1.0127796,1,0.91253644,1.0807017,0.9760956,0.9311475,0.8432056,0.7099567,0.90983605,1.1872791,1.0144928,0.9761092
5,0,0,0.7627119,0.9830508,0.9661017,1.1480263,1.0234604,0.972549,0.99135447,0.9708738,1.0095847,1,0.91253644,1.0807017,0.9800797,0.9311475,0.8466899,0.7099567,0.90983605,1.1908127,1.018116,0.97952217
5,0,0,0.74915254,0.9830508,0.9661017,1.1414474,1.0205278,0.972549,0.99135447,0.97411,1.0095847,1,0.9154519,1.0807017,0.9800797,0.9311475,0.8432056,0.7186147,0.90983605,1.1908127,1.018116,0.97952217
5,0,0,0.72542375,0.9830508,0.9661017,1.1414474,1.0205278,0.96862745,0.99135447,0.97411,1.0095847,1,0.91253644,1.0807017,0.9760956,0.9311475,0.8466899,0.7186147,0.90983605,1.1837456,1.018116,0.97952217
5,0,0,0.7355932,0.9830508,0.9661017,1.1414474,1.0205278,0.96862745,0.99135447,0.97411,1.0159744,1,0.9154519,1.0807017,0.9760956,0.9311475,0.8466899,0.7229437,0.90983605,1.1908127,1.018116,0.97952217
5,0,0,0.74915254,0.9830508,0.9661017,1.1381578,1.0205278,0.96862745,0.99135447,0.97411,1.0063897,1,0.9154519,1.0807017,0.9760956,0.92786884,0.8466899,0.7186147,0.9139344,1.1766784,1.018116,0.9761092
5,0,0,0.74915254,0.9830508,0.96949154,1.1381578,1.0205278,0.972549,0.99135447,0.97411,1.0191693,1,0.9154519,1.0807017,0.9760956,0.92786884,0.8466899,0.7186147,0.9139344,1.1766784,1.018116,0.97952217
4,0,0,0.82711864,0.96949154,0.9491525,0.8881579,0.8856305,0.96862745,1.0144092,0.98381877,1.0127796,1,0.98542273,0.8245614,0.8645418,0.95409834,0.80139375,0.6147186,0.89344263,1.1272085,0.9963768,0.9590444
4,0,0,0.82711864,0.96949154,0.9491525,0.8881579,0.8856305,0.96862745,1.0144092,0.98381877,1.0127796,1,0.98542273,0.8245614,0.8645418,0.95409834,0.80139375,0.6147186,0.89344263,1.1272085,0.9963768,0.9590444
4,0,0,0.82711864,0.96949154,0.9491525,0.8881579,0.8856305,0.96862745,1.0144092,0.98381877,1.0127796,1,0.98542273,0.8245614,0.8645418,0.95409834,0.80139375,0.6147186,0.89344263,1.1272085,0.9963768,0.9590444
4,0,0,0.82711864,0.96949154,0.9491525,0.8881579,0.8856305,0.96862745,1.0144092,0.98381877,1.0127796,1,0.98542273,0.8245614,0.8645418,0.95409834,0.80139375,0.6147186,0.89344263,1.1272085,0.9963768,0.9590444
4,0,0,0.82711864,0.96949154,0.9491525,0.8881579,0.8856305,0.96862745,1.0144092,0.98381877,1.0127796,1,0.98542273,0.8245614,0.8645418,0.95409834,0.80139375,0.6147186,0.89344263,1.1272085,0.9963768,0.9590444
4,0,0,0.8169491,0.9661017,0.9491525,0.88486844,0.88269794,0.96862745,1.0115274,0.98381877,1.0031949,1,0.98542273,0.8245614,0.8645418,0.95409834,0.80139375,0.6147186,0.89344263,1.1307421,0.9963768,0.9590444
4,0,0,0.8305085,0.9661017,0.9491525,0.88486844,0.88269794,0.96862745,1.0144092,0.98381877,1.0031949,1,0.98542273,0.8210526,0.8645418,0.9508197,0.80139375,0.61904764,0.89344263,1.1272085,0.9963768,0.9556314
4,0,0,0.82711864,0.9661017,0.95254236,0.8815789,0.88269794,0.96862745,1.0144092,0.98381877,1.0031949,1,0.98542273,0.8210526,0.8645418,0.9508197,0.80139375,0.61904764,0.897541,1.1307421,0.9963768,0.9556314
4,0,0,0.82711864,0.9661017,0.95254236,0.88486844,0.88269794,0.96862745,1.0144092,0.98381877,1.0095847,1,0.98542273,0.8210526,0.8645418,0.9508197,0.80139375,0.61904764,0.897541,1.1307421,0.9963768,0.9590444
4,0,0,0.8338983,0.9661017,0.95254236,0.88486844,0.8797654,0.96862745,1.0144092,0.98381877,1.0,1,0.98542273,0.8210526,0.8645418,0.9508197,0.80139375,0.61904764,0.897541,1.1307421,0.9927536,0.9556314
4,0,0,0.8338983,0.9661017,0.95254236,0.8881579,0.88269794,0.96862745,1.0144092,0.98381877,1.0031949,1,0.98542273,0.8210526,0.8645418,0.9508197,0.80139375,0.61904764,0.897541,1.1307421,0.9963768,0.9590444
4,0,0,0.8135593,0.9661017,0.95254236,0.8881579,0.8797654,0.96862745,1.0144092,0.98381877,1.0,1,0.98542273,0.8210526,0.8645418,0.9508197,0.80139375,0.61904764,0.89344263,1.1236749,0.9927536,0.9590444
4,0,0,0.8305085,0.9661017,0.95254236,0.89144737,0.88269794,0.96862745,1.0144092,0.987055,1.0095847,1,0.98542273,0.8245614,0.8645418,0.9508197,0.80487806,0.6147186,0.89344263,1.1236749,0.9963768,0.9590444
4,0,0,0.8338983,0.9661017,0.95254236,0.89144737,0.88269794,0.96862745,1.0144092,0.98381877,1.0095847,1,0.98542273,0.8245614,0.8645418,0.9508197,0.80487806,0.6147186,0.89344263,1.1307421,0.9963768,0.9590444
4,0,0,0.8338983,0.9661017,0.95254236,0.89144737,0.8856305,0.96862745,1.0144092,0.98381877,1.0063897,1,0.98542273,0.8245614,0.8685259,0.9508197,0.80487806,0.6147186,0.89344263,1.1307421,0.9963768,0.9590444
4,0,0,0.8440678,0.9661017,0.95254236,0.89144737,0.8856305,0.96862745,1.0172911,0.98381877,1.0095847,1,0.98542273,0.8245614,0.8685259,0.95409834,0.80487806,0.6147186,0.89344263,1.1378092,0.9963768,0.9590444
4,0,0,0.8338983,0.9661017,0.95254236,0.89144737,0.8856305,0.96862745,1.0172911,0.98381877,1.0095847,1,0.98542273,0.8245614,0.8685259,0.9508197,0.80487806,0.6103896,0.89344263,1.1378092,1.0,0.9590444
4,0,0,0.83728814,0.9661017,0.95254236,0.8881579,0.8856305,0.96862745,1.0172911,0.98381877,1.0095847,1,0.98542273,0.8245614,0.8685259,0.9508197,0.80487806,0.6147186,0.89344263,1.1342757,1.0,0.9590444
